doc_id,issue_type,field,governing_law,payment_net_days,payment_amount,details,quote
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.txt,MISSING,governing_law,,,,{},
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement.txt,MISSING,payment_terms,,,,{},
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement.txt,MISSING,governing_law,,,,{},
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.txt,MISSING,payment_terms,Delaware,,,{},
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement.txt,AMBIGUOUS,payment_terms,Canada,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 23279, ""end"": 23879}}","payment terms provided by Ehave, the Parties shall revise the Specifications and Implementation Plan and shall replace the Specifications and Implementation Plan attached hereto as Schedules ""1"" and ""2"", and Ehave shall develop and implement the Change as so agreed. Changes shall be subject to acceptance testing by CHT prior to being deployed into production in accordance with procedures described…"
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.txt,MISSING,payment_terms,,,,{},
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.txt,MISSING,governing_law,,,,{},
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement.txt,AMBIGUOUS,termination_clause,Canada,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 29201, ""end"": 30012}}","TERMINATION 8.1 Term This Agreement shall have a term of four (4) years from the effective date first set forth above, and shall automatically renew for additional one year terms unless earlier terminated by either party. 8.2 Termination EMV may terminate this Agreement in the event the Manufacturer fails to achieve satisfactory assessments in two consecutive assessments conducted in accordance wi…"
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement.txt,MISSING,payment_terms,Canada,,,{},
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.txt,MISSING,payment_terms,the state in which the breach occurs,,,{},
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement.txt,MISSING,payment_terms,California,,,{},
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.txt,MISSING,payment_terms,,,,{},
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.txt,MISSING,governing_law,,,,{},
EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC..txt,MISSING,payment_terms,,,,{},
EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC..txt,MISSING,governing_law,,,,{},
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement.txt,MISSING,payment_terms,New York,,,{},
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,United Kingdom,,,{},
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,MISSING,payment_terms,the State of Texas,,,{},
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.txt,MISSING,payment_terms,Delaware,,,{},
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.txt,MISSING,payment_terms,,,,{},
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.txt,MISSING,governing_law,,,,{},
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.txt",MISSING,payment_terms,California,,,{},
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,MISSING,payment_terms,Delaware,,,{},
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement.txt,MISSING,payment_terms,Canada,,,{},
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.txt,MISSING,payment_terms,Delaware,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.txt,MISSING,payment_terms,Delaware,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.txt,MISSING,termination_clause,Delaware,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.txt,MISSING,payment_terms,,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.txt,MISSING,governing_law,,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.txt,MISSING,payment_terms,Delaware,,,{},
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.txt,MISSING,termination_clause,Delaware,,,{},
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.txt,MISSING,payment_terms,Spain and the language of the process will be Spanish,,,{},
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.txt,MISSING,payment_terms,,,,{},
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.txt,MISSING,governing_law,,,,{},
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.txt",MISSING,payment_terms,,,,{},
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.txt",MISSING,governing_law,,,,{},
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.txt",MISSING,payment_terms,Massachusetts,,,{},
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.txt,MISSING,termination_clause,,,5000.0,{},
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.txt,MISSING,governing_law,,,5000.0,{},
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 9871, ""end"": 10682}}","Termination: Before expiration of the Term, either Party may terminate this Agreement upon: (i) any material breach of the Agreement by the other Party, if such breach is not remedied to the reasonable satisfaction of the non-breaching Party within ten (10) business days after written notice; (ii) ten (10) business days written notice to the other Party whenever the notifying Party in its sole dis…"
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,MISSING,payment_terms,,,,{},
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,MISSING,governing_law,,,,{},
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,the State of Texas,,,{},
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.txt,MISSING,payment_terms,the State of New York without recourse to its conflicts of law rules,,,{},
FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement.txt,MISSING,payment_terms,the State of Florida,,,{},
FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement.txt,MISSING,termination_clause,the State of Florida,,,{},
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 17966, ""end"": 18777}}","termination 11.1 This agreement begins on the Commencement Date and, subject to clause 11.2, shall continue for an initial term of one (1) years (Initial Term) and indefinitely after that until terminated by either party giving at least twelve (12) months' prior written notice to expire on or after the expiry date of the initial term. 11.2 Without affecting any other rights that it may be entitled…"
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.txt,MISSING,payment_terms,,,,{},
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.txt,MISSING,governing_law,,,,{},
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,Texas,,,{},
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.txt,MISSING,payment_terms,,,,{},
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.txt,MISSING,termination_clause,,,,{},
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.txt,MISSING,governing_law,,,,{},
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.txt",MISSING,termination_clause,Delaware,,,{},
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement.txt,MISSING,payment_terms,Delaware,,,{},
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.txt,MISSING,payment_terms,,,,{},
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.txt,MISSING,governing_law,,,,{},
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",AMBIGUOUS,termination_clause,Florida,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 8944, ""end"": 9755}}","Termination. Either party may terminate this agreement after 3 years following the effective date. (a) In addition, this Agreement will terminate upon the following: (1) Completion of work or period of work provided in this agreement. (2) Termination by Company or Consultant for any material breach, which is not cured within 30 days after written notice of any such material breach from the non-bre…"
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,Florida,,,{},
GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content License Agreement.txt,MISSING,payment_terms,the State of Florida without regard to conflicts of law provisions,,,{},
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 22195, ""end"": 23006}}","termination of Licensee's exclusivity for Licensee's failure to achieve the Market Penetration Targets, Fox shall not distribute the Wireless Products which have been developed by Licensee prior to such termination, without first obtaining a license from Licensee on terms to be mutually agreed in each party's reasonable discretion, for the exploitation of the Licensee Materials. (2) Targeted Relea…"
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.txt,MISSING,governing_law,,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.txt,MISSING,payment_terms,United Kingdom,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2.txt,MISSING,termination_clause,United Kingdom,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.txt,MISSING,payment_terms,,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.txt,MISSING,termination_clause,,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.txt,MISSING,governing_law,,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.txt,MISSING,payment_terms,,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.txt,MISSING,termination_clause,,,,{},
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4.txt,MISSING,governing_law,,,,{},
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.txt,MISSING,payment_terms,Canada,,,{},
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.txt",MISSING,payment_terms,a state other than North Dakota,,,{},
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt,MISSING,payment_terms,,,,{},
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt,MISSING,governing_law,,,,{},
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement.txt,AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 16680, ""end"": 17491}}","termination or expiration of this Agreement, Constellation shall cease all use of the HOF Entity Marks as soon as practicable, but in any event within thirty (30) days unless the particular media which has been approved requires a longer lead time, but in no event longer than ninety (90) days. 5 Source: GPAQ ACQUISITION HOLDINGS, INC., S-4/A, 1/23/2020 (c) Quality Control - Marks. (i) Each license…"
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement.txt,MISSING,payment_terms,Delaware,,,{},
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,MISSING,governing_law,,,,{},
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreement.txt,MISSING,payment_terms,California,,,{},
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,MISSING,payment_terms,California,,,{},
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,MISSING,termination_clause,California,,,{},
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..txt",MISSING,payment_terms,Delaware,,,{},
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,California,,,{},
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,MISSING,payment_terms,the State of Delaware,,,{},
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,MISSING,termination_clause,the State of Delaware,,,{},
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.txt",MISSING,payment_terms,the State of New York without regard to principles of conflicts of laws that would result in the application of the law of any other jurisdiction,,,{},
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.txt",MISSING,payment_terms,the State of Arizona applicable to agreements fully executed and performed therein,,,{},
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,AMBIGUOUS,termination_clause,,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 3343, ""end"": 4154}}","TERMINATION 62 12.1 Term. 62 - ii - Source: HARPOON THERAPEUTICS, INC., 10-K, 3/12/2020 12.2 Termination for Material Breach. 62 12.3 Additional Termination Rights by AbbVie. 63 12.4 Termination for Insolvency. 63 12.5 Rights in Bankruptcy. 63 12.6 Termination in Entirety. 63 12.7 Reversion of Harpoon Products. 66 12.8 Termination of Terminated Territory. 67 12.9 Remedies. 67 12.10 Accrued Rights;…"
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,MISSING,payment_terms,,,,{},
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,MISSING,governing_law,,,,{},
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement.txt,AMBIGUOUS,termination_clause,the State of New York and all disputes and controversies arising out of or in connection with the Agreement shall be brought exclusively before the competent courts in New York County,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 13285, ""end"": 14096}}","Termination This Agreement shall become effective on the Effective Date and shall remain in effect for an initial period of 1 year (""Initial Term""). Thereafter, this Agreement shall automatically be renewed for successive 1-year terms (each a ""Renewal Term"", and together with the Initial Term, the ""Term""). Following the Initial Term, either Party may terminate this Agreement without cause upon wri…"
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement.txt,MISSING,payment_terms,California,,,{},
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.txt,MISSING,payment_terms,,,,{},
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.txt,MISSING,governing_law,,,,{},
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.txt",MISSING,payment_terms,,,,{},
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.txt",MISSING,governing_law,,,,{},
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.txt,MISSING,payment_terms,the State of Nevada,,,{},
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement.txt,MISSING,termination_clause,the State of Nevada,,,{},
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.txt",MISSING,payment_terms,Delaware,,,{},
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.txt,AMBIGUOUS,termination_clause,Delaware,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 5950, ""end"": 6761}}","TERMINATION 3.1 Either Party may terminate this Agreement by giving the other Party thirty (30) days' prior written notice. 3.2 This Agreement and all rights and licenses granted under this Agreement shall terminate as soon as practicable, but no longer than thirty (30) days, after: 3.2.1 Licensee is acquired by a third party; or 3.2.2 Licensor or any affiliate of Licensor ceases to manage License…"
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.txt,MISSING,payment_terms,Delaware,,,{},
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.txt,MISSING,payment_terms,,,,{},
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.txt,MISSING,governing_law,,,,{},
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.txt",MISSING,payment_terms,the State of New York without recourse to New York choice of law or conflicts of law principles,,,{},
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.txt,MISSING,payment_terms,,,,{},
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.txt,MISSING,governing_law,,,,{},
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.txt,MISSING,payment_terms,Canada,,,{},
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,New York,,,{},
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.txt,MISSING,payment_terms,the State of Texas,,,{},
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.txt,MISSING,payment_terms,New York,,,{},
IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement.txt,MISSING,payment_terms,New York,,,{},
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt,MISSING,payment_terms,New York,,,{},
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.txt,MISSING,payment_terms,,,,{},
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.txt,MISSING,governing_law,,,,{},
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.txt,MISSING,payment_terms,,,,{},
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.txt,MISSING,governing_law,,,,{},
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT.txt,MISSING,payment_terms,,,,{},
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT.txt,MISSING,governing_law,,,,{},
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.txt,MISSING,governing_law,,,,{},
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.txt,MISSING,payment_terms,India,,,{},
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,MISSING,payment_terms,,,,{},
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,MISSING,termination_clause,,,,{},
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,MISSING,governing_law,,,,{},
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,payment_terms,Delaware,,,{},
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.txt,MISSING,payment_terms,California,,,{},
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement.txt,MISSING,payment_terms,the State of Israel,,,{},
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.txt,MISSING,payment_terms,Florida,,,{},
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt",MISSING,payment_terms,,,,{},
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.txt",MISSING,governing_law,,,,{},
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement.txt,MISSING,payment_terms,Delaware,,,{},
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement.txt,MISSING,termination_clause,Delaware,,,{},
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.txt,MISSING,payment_terms,the State of                   Tennessee applicable to contracts entered into and performed                   entirely within the State of Tennessee,,,{},
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.txt",AMBIGUOUS,termination_clause,Texas,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 5279, ""end"": 6090}}","termination of this Agreement, the parties shall treat as confidential all information and take every reasonable precaution and use all reasonable efforts to prevent the unauthorized disclosure of the same. The parties agree to take all steps reasonably necessary and appropriate to ensure that their employees, agents, and/or assistants treat all information as confidential and to ensure that such …"
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.txt",MISSING,payment_terms,Texas,,,{},
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.txt,MISSING,payment_terms,,,,{},
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.txt,MISSING,governing_law,,,,{},
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.txt,MISSING,payment_terms,Victoria,,,{},
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement.txt,MISSING,payment_terms,Delaware,,,{},
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,payment_terms,,,,{},
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt",MISSING,governing_law,,,,{},
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.txt",MISSING,payment_terms,,,,{},
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.txt",MISSING,governing_law,,,,{},
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.txt,MISSING,payment_terms,New York,,,{},
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.txt,MISSING,payment_terms,PRC,,,{},
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.txt,MISSING,payment_terms,,,,{},
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.txt,MISSING,governing_law,,,,{},
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.txt,AMBIGUOUS,payment_terms,Canada,,,"{""reason"": ""Ambiguous language detected"", ""span"": {""start"": 2988, ""end"": 3588}}","payment terms herein, copyright or trademarks, an attempt to replace or abet others to replace Kallo Mobile care suite of products or services at any existing or potential customer with competing products and any act of malicious conduct by the Agent to disparage Kallo without any justification and malicious conduct against Agent by Kallo. ""Non Material Breach"" means serious neglect of Agent's cus…"
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.txt,MISSING,payment_terms,,,,{},
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.txt,MISSING,governing_law,,,,{},
